ORDER_REF,AMOUNT,AMOUNT_FOREIGN,TRANSACTION_TYPE,ACCOUNTNUMBER,MERCHANT_ACCOUNT,BATCH_NUMBER,TYPE_NAME
A000141375,465.71,656.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000195830,224.29,285.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000143333,222.27,285.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000197377,272.66,380.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000023833,221.11,285.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000029868,145.80,188.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000151522,214.25,283.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000193759,20.36,27.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000234871,475.94,665.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000280799,420.48,556.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000106019,141.10,181.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000109214,237.70,333.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000028870,309.55,428.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000103871,415.94,534.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000191413,243.24,306.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000224442,205.00,285.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000272328,157.40,222.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000079501,407.10,523.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000182569,140.52,182.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000194653,295.43,390.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000241039,264.05,342.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000221211,657.84,855.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000037034,410.53,534.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000066544,80.67,106.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000169499,40.33,53.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000292130,389.64,521.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000301521,118.54,156.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000192840,103.61,143.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000070023,263.73,333.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000133126,363.97,475.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000140592,433.23,565.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000187281,88.85,114.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000039942,477.15,618.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000162634,9.99,13.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000020798,409.83,521.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000082698,777.41,1045.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000179005,60.05,76.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000256250,363.97,475.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000271616,525.90,665.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000038011,82.08,106.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000039444,188.36,264.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000058743,241.09,309.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000116804,169.02,230.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000221449,86.54,114.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000262939,510.50,646.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000221352,325.04,460.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000228570,346.87,454.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000111026,420.79,570.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000006084,90.55,114.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000034466,350.06,475.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000210354,21.32,27.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000106992,331.73,432.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000167258,383.54,499.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000176372,526.63,703.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000213252,37.49,53.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000276232,340.16,437.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000294225,67.84,95.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000162755,9.62,13.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000162820,428.20,565.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000037076,37.82,48.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000223355,118.58,150.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000031630,406.68,570.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000104282,592.88,746.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000157325,66.45,95.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000191252,404.27,534.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000219751,92.67,124.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000032196,111.69,143.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000121120,135.49,188.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000170083,219.71,276.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000203542,241.80,304.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000230212,124.06,177.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000243137,619.47,855.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000210556,192.03,257.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000120375,332.12,473.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000271378,85.86,114.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000275213,469.76,665.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000102077,135.68,190.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000122005,75.88,106.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000091853,434.77,570.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000179166,73.35,95.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000221091,62.64,86.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000082292,541.02,732.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000203581,95.24,124.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000232837,220.04,285.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000180617,81.79,114.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000275570,180.15,228.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000098127,238.26,314.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000060780,334.29,467.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000092658,580.77,760.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000123752,207.59,285.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000143133,650.03,855.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000068058,138.10,186.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000261970,91.61,116.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000011620,70.77,93.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000036796,56.33,80.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000189339,945.21,1283.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000292891,140.28,198.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000068696,75.98,106.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000139720,57.39,74.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000161659,193.73,270.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000292641,359.82,494.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000007183,75.47,106.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000039214,141.04,196.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000117678,363.96,475.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000223732,365.29,475.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000299903,286.89,378.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000011338,15.14,19.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000020873,222.23,292.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000064507,362.42,475.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000067710,170.73,219.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000047836,148.93,196.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000214625,404.98,556.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000297353,60.39,80.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000019059,105.78,138.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000066317,188.13,239.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000071747,235.83,309.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000103079,180.42,253.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000131865,501.57,703.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000155465,354.66,466.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000271999,418.03,542.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000011546,202.80,258.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000191383,33.83,48.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000244787,224.53,285.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000251365,141.97,190.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000257811,94.53,133.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000274013,182.26,247.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000300375,141.48,181.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000056042,110.41,143.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000091472,68.16,95.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000232335,511.13,665.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000021692,140.89,181.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000030989,213.72,276.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000095142,142.68,201.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000142652,646.39,843.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000217933,28.78,40.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000255953,80.64,103.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000187856,305.65,410.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000285548,339.54,437.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000172638,193.98,270.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000111888,430.35,599.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000138955,206.49,285.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000219418,193.51,247.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000291599,89.24,114.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000025775,535.22,689.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000215815,140.30,194.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000283369,658.96,853.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000293337,42.22,57.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000014026,228.37,293.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000005634,224.68,291.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000198991,386.88,551.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000255964,43.24,62.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000288661,324.15,459.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000137690,408.81,523.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000239395,51.49,67.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000104159,167.04,224.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000233130,97.21,124.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000044996,149.14,200.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000152620,226.05,312.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000053191,314.75,418.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000062084,97.15,124.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000115869,290.66,371.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000130499,101.39,144.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000237278,89.11,114.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000115849,337.02,432.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000053035,645.73,808.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000104003,52.49,67.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000055646,807.57,1126.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000107752,163.62,209.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000118666,503.48,713.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000146168,152.41,217.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000168734,306.87,431.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000056809,647.92,903.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000170057,27.25,38.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000213317,14.51,19.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000261207,98.14,133.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000264150,121.95,171.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000000325,151.99,194.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000024074,34.52,48.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000196553,68.60,95.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000266436,498.66,636.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000048510,86.98,114.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000169114,195.34,253.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000269526,101.98,133.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000294005,652.22,855.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000145349,349.42,454.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000023672,162.77,215.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000142620,322.76,447.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000040871,26.94,38.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000116560,362.88,470.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000217120,264.40,375.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000011509,374.22,475.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000097943,155.02,217.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000191208,293.13,380.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000202626,106.84,139.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000266797,126.60,181.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000124415,80.26,106.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000151243,85.18,120.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000065849,118.47,152.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000116636,148.87,190.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000161988,220.04,285.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000004362,137.42,190.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000141868,67.17,87.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000184223,360.78,504.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000200939,214.11,304.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000088539,235.83,309.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000119974,225.40,285.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000020142,200.17,285.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000056207,109.65,155.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000104735,318.24,452.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000185458,361.51,475.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000091466,77.38,103.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000121571,42.92,57.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000086246,51.46,67.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000143709,327.38,442.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000151242,258.25,333.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000070103,477.23,622.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000136314,292.94,389.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000293796,149.31,200.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000132325,282.39,359.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000132571,72.81,93.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000100872,151.35,201.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000210940,72.92,95.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000271244,383.41,532.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000085239,284.67,380.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000230302,138.56,188.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000155870,625.12,789.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000291111,102.69,133.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000295157,485.75,627.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000001562,289.20,380.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000067077,81.47,106.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000083084,508.36,724.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000108265,95.61,133.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000234317,136.19,190.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000095630,194.23,247.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000009453,199.87,264.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000048935,51.58,67.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000125740,86.90,114.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000214721,280.42,352.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000005774,392.48,547.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000045238,624.75,793.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000077747,302.42,428.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000111509,81.86,105.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000288988,311.92,404.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000069707,117.70,152.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000219060,417.12,532.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000298041,69.24,93.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000035743,187.85,242.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000090409,292.23,390.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000278317,119.71,156.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000280809,594.50,770.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000302035,250.59,333.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000010184,94.20,133.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000036939,326.67,454.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000194524,85.09,108.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000203734,602.89,779.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000292805,222.18,291.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000116094,84.53,109.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000241572,150.25,200.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000228197,98.18,133.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000189752,72.60,95.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
A000099538,239.53,333.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000202188,535.84,694.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000133834,254.47,323.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000190072,282.58,361.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000258652,126.18,171.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000078008,527.55,684.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000259757,689.80,888.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000275165,228.91,304.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000040175,276.45,371.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000094443,527.06,707.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000010986,490.09,665.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000221393,184.25,238.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000268645,151.12,190.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000024288,136.33,190.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000063585,367.54,480.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000069158,136.51,185.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000113456,377.30,475.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000160892,135.13,171.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000163993,418.34,531.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000233432,71.94,95.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000176212,81.55,105.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000181624,358.40,500.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000045422,90.72,120.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000121449,682.08,960.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000188340,212.58,270.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000180344,81.00,114.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
E000222930,84.23,110.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000229586,80.12,110.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000232633,279.69,357.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000236398,422.08,556.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000116564,68.97,95.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000062103,294.42,399.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000095982,518.15,676.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000099869,273.60,371.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000116727,345.98,475.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000233400,851.05,1121.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000271951,31.18,40.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000030565,316.35,400.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000088485,372.43,475.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000092945,188.94,264.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000104386,168.49,214.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000133844,10.04,13.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
C000206883,175.21,228.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000296902,137.56,181.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000058330,245.82,333.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000289047,95.33,133.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000083868,97.83,137.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000159169,83.47,116.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000173623,161.46,203.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
R000191907,183.76,238.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000276756,74.95,106.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
R000281301,29.58,38.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000012611,286.04,380.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000075859,592.81,770.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
Z000212748,354.61,475.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000300524,66.89,93.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000255560,151.43,209.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
C000186472,373.88,481.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
C000200073,162.55,213.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000217098,59.27,76.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000117345,48.26,62.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000017857,345.64,467.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000053691,70.04,93.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000159428,612.83,784.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000135155,74.49,95.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000146426,86.39,120.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
A000171572,111.81,154.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000235221,390.98,499.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
A000270013,146.57,190.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000005954,352.65,443.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000049519,255.93,333.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000115836,257.34,342.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000177216,567.69,732.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
E000234105,100.71,133.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000289179,144.97,190.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000201568,409.01,570.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
Z000024361,371.18,470.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
Z000129677,362.99,508.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
A000189921,24.87,32.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
C000094941,165.86,213.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
E000223476,330.10,428.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
E000259009,397.03,556.00,Payment,315720,JetBrainsGBP,139,Other Current Asset
R000153357,43.74,57.00,Payment,315720,JetBrainsGBP,140,Other Current Asset
R000249020,86.31,120.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000150580,28.93,40.00,Payment,315720,JetBrainsGBP,138,Other Current Asset
Z000175336,330.12,432.00,Payment,315720,JetBrainsGBP,142,Other Current Asset
